ステップ数,時間ステップ密度rho,,温度T,圧力P,マッハ数M
1298,0.010231804,0.600029352,0.815658086,0.489418793,1.071591776
1299,0.010232722,0.599885222,0.815573621,0.489250563,1.071539901
1300,0.010233638,0.599741643,0.815489461,0.489082989,1.071489344
1301,0.010234553,0.599598615,0.815405608,0.488916073,1.071440088
1302,0.010235466,0.599456134,0.81532206,0.48874981,1.071392114
1303,0.010236378,0.599314194,0.815238814,0.488584193,1.0713454
1304,0.010237289,0.599172789,0.815155869,0.488419215,1.07129992
1305,0.010238199,0.599031908,0.815073218,0.488254865,1.071255649
1306,0.010239107,0.598891541,0.814990857,0.48809113,1.071212558
1307,0.010240015,0.598751675,0.814908779,0.487927996,1.071170615
1308,0.010240921,0.598612295,0.814826978,0.487765447,1.07112979
1309,0.010241826,0.598473387,0.814745445,0.487603466,1.071090049
1310,0.010242731,0.598334935,0.814664174,0.487442035,1.07105136
1311,0.010243636,0.598196922,0.814583154,0.487281135,1.071013688
1312,0.01024454,0.598059331,0.814502378,0.487120748,1.070977
1313,0.010245444,0.597922147,0.814421837,0.486960853,1.070941262
1314,0.010246349,0.597785351,0.814341523,0.486801433,1.070906441
1315,0.010247254,0.597648929,0.814261427,0.486642469,1.070872506
1316,0.01024816,0.597512863,0.81418154,0.486483943,1.070839426
1317,0.010249067,0.597377141,0.814101856,0.486325839,1.070807171
1318,0.010249975,0.597241747,0.814022367,0.486168141,1.070775714
1319,0.010250885,0.59710667,0.813943067,0.486010834,1.070745029
1320,0.010251797,0.596971898,0.81386395,0.485853907,1.070715094
1321,0.010252711,0.596837423,0.813785011,0.485697349,1.070685887
1322,0.010253628,0.596703237,0.813706247,0.485541151,1.070657389
1323,0.010254547,0.596569333,0.813627655,0.485385307,1.070629586
1324,0.010255468,0.596435709,0.813549232,0.485229813,1.070602463
1325,0.010256393,0.596302363,0.813470979,0.485074667,1.070576012
1326,0.010257321,0.596169295,0.813392896,0.484919869,1.070550225
1327,0.010258252,0.596036508,0.813314984,0.484765423,1.070525098
1328,0.010259186,0.595904007,0.813237247,0.484611334,1.07050063
1329,0.010260124,0.595771799,0.813159689,0.484457611,1.070476822
1330,0.010261065,0.595639894,0.813082315,0.484304264,1.07045368
1331,0.010262009,0.595508304,0.813005131,0.484151306,1.07043121
1332,0.010262957,0.59537704,0.812928146,0.483998753,1.070409422
1333,0.010263908,0.59524612,0.812851367,0.483846623,1.070388329
1334,0.010264863,0.595115561,0.812774806,0.483694934,1.070367946
1335,0.010265821,0.594985381,0.812698471,0.483543709,1.07034829
1336,0.010266781,0.594855601,0.812622376,0.483392972,1.070329379
1337,0.010267745,0.594726244,0.812546532,0.483242748,1.070311234
1338,0.010268711,0.594597334,0.812470953,0.483093063,1.070293877
1339,0.01026968,0.594468894,0.812395653,0.482943945,1.070277332
1340,0.010270651,0.59434095,0.812320644,0.482795423,1.070261621
1341,0.010271624,0.594213528,0.812245944,0.482647528,1.070246771
1342,0.010272599,0.594086656,0.812171565,0.482500289,1.070232805
1343,0.010273575,0.59396036,0.812097524,0.482353738,1.07021975
1344,0.010274553,0.593834667,0.812023836,0.482207904,1.070207631
1345,0.010275531,0.593709604,0.811950515,0.482062819,1.070196472
1346,0.010276509,0.593585197,0.811877578,0.481918512,1.070186297
1347,0.010277488,0.593461474,0.811805038,0.481775014,1.07017713
1348,0.010278467,0.593338459,0.81173291,0.481632354,1.070168992
1349,0.010279445,0.593216177,0.811661208,0.481490559,1.070161903
1350,0.010280423,0.593094652,0.811589945,0.481349656,1.070155882
1351,0.010281399,0.592973905,0.811519134,0.48120967,1.070150947
1352,0.010282374,0.592853958,0.811448787,0.481070625,1.070147112
1353,0.010283347,0.592734829,0.811378915,0.480932542,1.070144389
1354,0.010284319,0.592616537,0.811309528,0.480795443,1.07014279
1355,0.010285288,0.592499097,0.811240635,0.480659344,1.070142321
1356,0.010286255,0.592382524,0.811172245,0.480524262,1.070142989
1357,0.010287219,0.592266829,0.811104364,0.48039021,1.070144797
1358,0.01028818,0.592152023,0.811037,0.4802572,1.070147744
1359,0.010289138,0.592038114,0.810970156,0.480125242,1.070151829
1360,0.010290094,0.591925109,0.810903838,0.479994343,1.070157046
1361,0.010291045,0.591813011,0.810838047,0.479864506,1.070163388
1362,0.010291994,0.591701823,0.810772786,0.479735736,1.070170845
1363,0.010292938,0.591591546,0.810708054,0.479608031,1.070179404
1364,0.010293879,0.591482177,0.810643853,0.479481391,1.070189051
1365,0.010294817,0.591373714,0.81058018,0.479355812,1.070199769
1366,0.010295751,0.591266152,0.810517034,0.479231288,1.070211538
1367,0.010296681,0.591159484,0.810454411,0.479107811,1.070224339
1368,0.010297608,0.591053702,0.810392307,0.478985373,1.070238148
1369,0.010298531,0.590948798,0.810330718,0.478863964,1.070252942
1370,0.010299451,0.59084476,0.810269638,0.47874357,1.070268695
1371,0.010300368,0.590741578,0.810209062,0.47862418,1.070285382
1372,0.010301281,0.590639239,0.810148983,0.478505779,1.070302976
1373,0.010302191,0.590537731,0.810089394,0.478388353,1.070321448
1374,0.010303098,0.590437039,0.810030289,0.478271886,1.070340771
1375,0.010304002,0.590337152,0.80997166,0.478156363,1.070360918
1376,0.010304904,0.590238054,0.8099135,0.478041768,1.07038186
1377,0.010305803,0.590139732,0.809855801,0.477928085,1.07040357
1378,0.0103067,0.590042173,0.809798557,0.4778153,1.070426021
1379,0.010307595,0.589945363,0.80974176,0.477703397,1.070449188
1380,0.010308487,0.589849291,0.809685404,0.477592362,1.070473045
1381,0.010309378,0.589753944,0.809629483,0.477482181,1.07049757
1382,0.010310267,0.589659312,0.80957399,0.477372842,1.070522739
1383,0.010311155,0.589565384,0.80951892,0.477264333,1.070548532
1384,0.010312041,0.589472152,0.809464269,0.477156644,1.070574931
1385,0.010312927,0.589379608,0.809410033,0.477049768,1.070601918
1386,0.010313811,0.589287746,0.809356207,0.476943696,1.070629479
1387,0.010314694,0.589196562,0.809302791,0.476838422,1.0706576
1388,0.010315576,0.589106052,0.809249781,0.476733944,1.070686271
1389,0.010316457,0.589016215,0.809197178,0.476630259,1.070715483
1390,0.010317338,0.58892705,0.809144981,0.476527366,1.07074523
1391,0.010318218,0.588838558,0.80909319,0.476425267,1.070775507
1392,0.010319097,0.588750744,0.809041808,0.476323966,1.070806312
1393,0.010319976,0.588663611,0.808990837,0.476223467,1.070837646
1394,0.010320854,0.588577165,0.808940281,0.476123777,1.07086951
1395,0.010321732,0.588491415,0.808890144,0.476024905,1.070901908
1396,0.010322609,0.588406369,0.80884043,0.475926861,1.070934846
1397,0.010323484,0.588322038,0.808791146,0.475829656,1.070968332
1398,0.01032436,0.588238433,0.808742299,0.475733303,1.071002376
1399,0.010325234,0.588155568,0.808693894,0.475637817,1.071036986
1400,0.010326106,0.588073456,0.80864594,0.475543213,1.071072176
